,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,W10lastW,W10lastL,W5lastW,W5lastL
0,1,Doha,Qatar Exxon Mobil Open,1/6/2020,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Mannarino A.,55.0,43.0,919.0,1111.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.21,1.74,2.25,1.8,2.11,1.72,0,0,0,0
1,1,Doha,Qatar Exxon Mobil Open,1/6/2020,ATP250,Outdoor,Hard,1st Round,3,Moutet C.,Sandgren T.,81.0,68.0,638.0,803.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.47,1.65,2.47,1.59,2.34,0,0,0,0
2,1,Doha,Qatar Exxon Mobil Open,1/6/2020,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Andujar P.,49.0,64.0,1025.0,867.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.31,3.74,1.33,3.85,1.29,3.53,0,0,0,0
3,1,Doha,Qatar Exxon Mobil Open,1/6/2020,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Ymer M.,58.0,76.0,905.0,681.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,1.97,1.92,2.0,2.07,1.87,1.92,0,0,0,0
4,1,Doha,Qatar Exxon Mobil Open,1/6/2020,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Barrere G.,54.0,83.0,920.0,636.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.54,2.62,1.57,2.65,1.53,2.47,0,0,0,0
5,1,Doha,Qatar Exxon Mobil Open,1/6/2020,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Thompson J.,62.0,63.0,881.0,878.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.74,2.21,1.8,2.3,1.72,2.11,0,0,0,0
6,1,Doha,Qatar Exxon Mobil Open,1/6/2020,ATP250,Outdoor,Hard,1st Round,3,Krajinovic F.,Edmund K.,40.0,69.0,1148.0,800.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,1.9,1.99,2.23,2.1,1.88,1.92,0,0,0,0
7,1,Doha,Qatar Exxon Mobil Open,1/7/2020,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Sonego L.,39.0,51.0,1151.0,990.0,6.0,1.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.36,3.18,1.4,3.2,1.43,3.03,1.37,0,0,0,0
8,1,Doha,Qatar Exxon Mobil Open,1/7/2020,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Tiafoe F.,70.0,47.0,790.0,1050.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.03,1.86,2.1,1.87,2.01,1.78,0,0,0,0
9,1,Doha,Qatar Exxon Mobil Open,1/7/2020,ATP250,Outdoor,Hard,1st Round,3,Ilkel C.,Berankis R.,279.0,67.0,144.0,804.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.5,1.28,3.34,1.37,4.2,1.4,3.72,1.27,0,0,0,0
10,1,Doha,Qatar Exxon Mobil Open,1/7/2020,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Jaziri M.,66.0,229.0,816.0,206.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.31,3.74,1.33,4.0,1.29,3.54,0,0,0,0
11,1,Doha,Qatar Exxon Mobil Open,1/7/2020,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Cecchinato M.,65.0,75.0,840.0,690.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.55,1.62,2.7,1.54,2.44,0,0,0,0
12,1,Doha,Qatar Exxon Mobil Open,1/7/2020,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Bublik A.,58.0,55.0,905.0,919.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.83,2.09,1.83,2.2,1.75,2.06,1,0,1,0
13,1,Doha,Qatar Exxon Mobil Open,1/7/2020,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Chardy J.,15.0,54.0,1955.0,920.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.43,3.08,1.45,3.46,1.36,3.08,0,1,0,1
14,1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Kukushkin M.,23.0,66.0,1584.0,816.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.29,4.01,1.33,4.07,1.28,3.69,0,1,0,1
15,1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Fucsovics M.,Ilkel C.,70.0,279.0,790.0,144.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.26,4.34,1.26,5.35,1.18,4.82,1,1,1,1
16,1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Krajinovic F.,49.0,40.0,1025.0,1148.0,7.0,5.0,4.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,2.25,1.57,2.4,1.65,2.4,1.67,2.32,1.6,1,1,1,1
17,1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Djere L.,65.0,39.0,840.0,1151.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.99,1.57,2.99,1.49,2.59,1,1,1,1
18,1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Tsonga J.W.,62.0,30.0,881.0,1340.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.48,1.61,2.5,1.72,2.29,1.61,1,0,1,0
19,1,Doha,Qatar Exxon Mobil Open,1/8/2020,ATP250,Outdoor,Hard,2nd Round,3,Moutet C.,Raonic M.,81.0,32.0,638.0,1305.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.9,1.47,2.9,1.51,2.72,1.45,1,0,1,0
20,1,Doha,Qatar Exxon Mobil Open,1/9/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Fucsovics M.,62.0,70.0,881.0,790.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.69,2.34,1.71,2.34,1.63,2.27,2,2,2,2
21,1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Herbert P.H.,23.0,65.0,1584.0,840.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.32,3.79,1.32,4.03,1.26,3.79,1,2,1,2
22,1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Moutet C.,Verdasco F.,81.0,49.0,638.0,1025.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.61,2.56,1.59,2.56,1.63,2.38,1.58,2,2,2,2
23,1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Bedene A.,15.0,58.0,1955.0,905.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.35,3.6,1.4,3.65,1.33,3.27,1,2,1,2
24,1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Kecmanovic M.,23.0,62.0,1584.0,881.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.63,2.44,1.8,2.44,1.67,2.2,2,3,2,3
25,1,Doha,Qatar Exxon Mobil Open,1/10/2020,ATP250,Outdoor,Hard,Semifinals,3,Moutet C.,Wawrinka S.,81.0,15.0,638.0,1955.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,4.3,1.26,4.3,1.33,3.79,1.26,3,2,3,2
26,1,Doha,Qatar Exxon Mobil Open,1/11/2020,ATP250,Outdoor,Hard,The Final,3,Rublev A.,Moutet C.,23.0,81.0,1584.0,638.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.5,1.27,4.5,1.22,4.18,3,4,3,4
27,2,Auckland,ASB Classic,1/12/2020,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Fritz T.,55.0,32.0,934.0,1335.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.48,1.6,2.5,1.63,2.36,1.57,0,0,0,0
28,2,Auckland,ASB Classic,1/12/2020,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Opelka R.,44.0,38.0,1097.0,1227.0,5.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.5,1.28,3.79,1.31,3.79,1.35,3.34,1.32,0,0,0,0
29,2,Auckland,ASB Classic,1/12/2020,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Popyrin A.,40.0,95.0,1165.0,585.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,3.16,1.4,3.35,1.4,3.06,1.37,1,0,1,0
30,2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Simon G.,56.0,60.0,920.0,890.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.76,2.17,1.77,2.29,1.7,2.13,1,0,1,0
31,2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Londero J.I.,33.0,51.0,1324.0,1017.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.31,3.8,1.4,4.12,1.3,3.46,0,0,0,0
32,2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Harris L.,Garin C.,91.0,36.0,594.0,1285.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,1.81,2.1,1.92,2.1,1.82,1.97,0,0,0,0
33,2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Barrere G.,45.0,82.0,1080.0,643.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.25,1.63,2.42,1.68,2.65,1.59,2.33,0,0,0,0
34,2,Auckland,ASB Classic,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Delbonis F.,96.0,73.0,576.0,709.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,2.19,1.8,2.19,1.73,2.09,0,0,0,0
35,2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Bedene A.,90.0,54.0,600.0,950.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.94,1.94,2.0,1.95,1.91,1.88,0,2,0,2
36,2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Thompson J.,42.0,65.0,1130.0,843.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.25,1.57,2.33,1.67,2.38,1.77,2.27,1.62,0,0,0,0
37,2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Caruso S.,37.0,94.0,1270.0,586.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.24,4.44,1.3,5.15,1.23,4.08,0,0,0,0
38,2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Bolt A.,Robert S.,157.0,661.0,332.0,30.0,6.0,4.0,2.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,,,,,1.44,4.1,1.34,3.2,0,0,0,0
39,2,Auckland,ASB Classic,1/14/2020,ATP250,Outdoor,Hard,2nd Round,3,Evans D.,Bublik A.,33.0,55.0,1324.0,934.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.7,2.29,1.73,2.35,1.66,2.2,1,1,1,1
40,2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Harris L.,Djere L.,91.0,40.0,594.0,1165.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.46,2.94,1.53,2.94,1.44,2.75,1,2,1,2
41,2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Querrey S.,18.0,45.0,1799.0,1080.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.64,2.42,1.69,2.42,1.62,2.28,4,1,4,1
42,2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Cuevas P.,90.0,44.0,600.0,1097.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.52,2.74,1.54,2.75,1.49,2.6,1,1,1,1
43,2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Chardy J.,30.0,56.0,1377.0,920.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.85,2.06,1.91,2.06,1.83,1.96,0,2,0,2
44,2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Munar J.,42.0,88.0,1130.0,608.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.81,2.11,1.81,2.38,1.69,2.16,1,0,1,0
45,2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Bolt A.,Struff J.L.,157.0,37.0,332.0,1270.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.22,3.83,1.31,4.49,1.33,3.84,1.26,1,1,1,1
46,2,Auckland,ASB Classic,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Duckworth J.,22.0,96.0,1656.0,576.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.5,1.63,2.52,1.57,2.37,0,1,0,1
47,2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Harris L.,Carreno Busta P.,91.0,30.0,594.0,1377.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.83,1.5,2.83,1.54,2.65,1.48,2,1,2,1
48,2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Evans D.,18.0,33.0,1799.0,1324.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.49,2.87,1.53,2.87,1.47,2.67,5,2,5,2
49,2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Ramos-Vinolas A.,90.0,42.0,600.0,1130.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.56,2.65,1.62,3.03,1.54,2.47,2,2,2,2
50,2,Auckland,ASB Classic,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Bolt A.,22.0,157.0,1656.0,332.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.97,1.54,2.97,1.46,2.7,1,2,1,2
51,2,Auckland,ASB Classic,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Harris L.,Paul T.,91.0,90.0,594.0,600.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.66,2.15,1.81,2.27,1.81,2.12,1.71,3,3,3,3
52,2,Auckland,ASB Classic,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Auger-Aliassime F.,18.0,22.0,1799.0,1656.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.46,3.0,1.51,3.0,1.47,2.67,6,2,5,2
53,2,Auckland,ASB Classic,1/18/2020,ATP250,Outdoor,Hard,The Final,3,Rublev A.,Harris L.,18.0,91.0,1799.0,594.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.32,3.8,1.36,3.94,1.3,3.45,7,4,5,4
54,3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Hurkacz H.,Sonego L.,34.0,52.0,1318.0,990.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.31,3.74,1.37,3.74,1.32,3.35,0,0,0,0
55,3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Norrie C.,86.0,62.0,616.0,885.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.35,1.65,2.35,1.75,2.21,1.66,0,0,0,0
56,3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,Ruud C.,57.0,46.0,900.0,1079.0,7.0,6.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,2.03,1.86,2.1,1.92,1.96,1.83,0,0,0,0
57,3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Sinner J.,24.0,79.0,1598.0,671.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,2.27,1.7,2.27,1.87,2.1,1.73,0,0,0,0
58,3,Adelaide,Adelaide International,1/13/2020,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,Tiafoe F.,77.0,49.0,685.0,1050.0,6.0,4.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.72,2.07,1.83,2.2,1.85,2.01,1.78,0,0,0,0
59,3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Sousa J.,146.0,58.0,360.0,891.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.93,1.45,3.0,1.41,2.88,0,0,0,0
60,3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,Davidovich Fokina A.,69.0,85.0,800.0,627.0,6.0,2.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.45,2.93,1.54,2.93,1.46,2.68,0,0,0,0
61,3,Adelaide,Adelaide International,1/14/2020,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Mmoh M.,47.0,227.0,1071.0,207.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.64,2.36,1.76,2.38,1.65,2.24,0,0,0,0
62,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Mannarino A.,84.0,43.0,636.0,1111.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.45,1.61,2.5,1.7,2.37,1.58,0,0,0,0
63,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Andujar P.,61.0,63.0,888.0,867.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.52,2.7,1.67,2.75,1.53,2.48,0,0,0,0
64,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Mayer L.,76.0,100.0,690.0,558.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.53,2.46,1.6,2.5,1.59,2.42,1.56,0,0,0,0
65,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Sandgren T.,20.0,101.0,1770.0,553.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.53,2.71,1.73,2.71,1.55,2.42,0,0,0,0
66,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Hurkacz H.,Ymer M.,34.0,77.0,1318.0,685.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.49,2.84,1.51,3.03,1.46,2.68,1,1,1,1
67,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Monteiro T.,24.0,86.0,1598.0,616.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.57,2.57,1.62,2.63,1.55,2.44,1,1,1,1
68,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,Fognini F.,61.0,12.0,888.0,2310.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,3.19,1.4,3.2,1.45,2.89,1.41,1,0,1,0
69,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Seppi A.,69.0,84.0,800.0,636.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.39,3.22,1.49,3.6,1.33,3.3,1,1,1,1
70,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Humbert U.,Cecchinato M.,57.0,76.0,900.0,690.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.39,3.25,1.64,3.43,1.36,3.11,1,1,1,1
71,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Pospisil V.,13.0,146.0,2200.0,360.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.51,2.76,1.57,2.91,1.49,2.6,0,1,0,1
72,3,Adelaide,Adelaide International,1/15/2020,ATP250,Outdoor,Hard,2nd Round,3,Millman J.,Khachanov K.,47.0,16.0,1071.0,1995.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.62,1.56,2.62,1.62,2.44,1.55,1,0,1,0
73,3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Edmund K.,20.0,69.0,1770.0,800.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.92,2.0,1.92,2.0,1.87,1.92,1,2,1,2
74,3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Humbert U.,Shapovalov D.,57.0,13.0,900.0,2200.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.26,1.4,3.4,1.4,3.12,1.35,2,1,2,1
75,3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Millman J.,24.0,47.0,1598.0,1071.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,2.33,1.69,2.33,1.82,2.11,1.72,2,2,2,2
76,3,Adelaide,Adelaide International,1/16/2020,ATP250,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Lopez F.,34.0,61.0,1318.0,888.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,1.35,3.61,1.36,3.94,1.32,3.36,2,2,2,2
77,3,Adelaide,Adelaide International,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Humbert U.,Isner J.,57.0,20.0,900.0,1770.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.9,2.01,1.92,2.01,2.0,1.89,1.89,3,2,3,2
78,3,Adelaide,Adelaide International,1/17/2020,ATP250,Outdoor,Hard,Semifinals,3,Paire B.,Hurkacz H.,24.0,34.0,1598.0,1318.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.57,2.73,1.53,2.75,1.58,2.54,1.51,3,3,3,3
79,3,Adelaide,Adelaide International,1/18/2020,ATP250,Outdoor,Hard,The Final,3,Humbert U.,Paire B.,57.0,24.0,900.0,1598.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.1,1.71,2.29,1.94,2.29,1.72,2.11,4,4,4,4
80,4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Harris A.,8.0,162.0,2870.0,316.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,7.0,1.12,7.51,1.13,8.0,1.11,6.68,0,0,0,0
81,4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Carballes Baena R.,69.0,83.0,804.0,664.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.66,2.2,1.76,2.2,1.81,2.25,1.73,2.1,0,0,0,0
82,4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Mcdonald M.,32.0,129.0,1349.0,419.0,3.0,6.0,4.0,6.0,6.0,1.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.16,5.0,1.26,4.34,1.26,5.5,1.2,4.57,2,0,2,0
83,4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Djere L.,71.0,40.0,797.0,1185.0,6.0,4.0,3.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.57,2.37,1.55,2.64,1.61,2.7,1.53,2.51,0,2,0,2
84,4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,Smith J.P.,25.0,308.0,1585.0,130.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,1.32,3.78,1.32,4.33,1.26,3.85,0,0,0,0
85,4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Coric B.,45.0,28.0,1100.0,1490.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.2,1.66,2.17,1.78,2.35,1.78,2.23,1.66,1,0,1,0
86,4,Melbourne,Australian Open,1/20/2020,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Safwat M.,84.0,173.0,649.0,291.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.44,2.75,1.48,2.87,1.48,3.35,1.4,2.94,0,0,0,0
