,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,W10lastW,W10lastL,W5lastW,W5lastL
1039,25,St. Petersburg,St. Petersburg Open,10/15/2020,ATP250,Indoor,Hard,2nd Round,3,Shapovalov D.,Ivashka I.,12.0,141.0,2695.0,425.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.16,6.16,1.21,6.16,1.18,4.74,7,3,3,3
1040,25,St. Petersburg,St. Petersburg Open,10/15/2020,ATP250,Indoor,Hard,2nd Round,3,Coric B.,Safiullin R.,27.0,199.0,1670.0,298.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.22,4.83,1.23,5.8,1.2,4.59,6,1,2,1
1041,25,St. Petersburg,St. Petersburg Open,10/15/2020,ATP250,Indoor,Hard,2nd Round,3,Rublev A.,Humbert U.,10.0,38.0,2974.0,1286.0,4.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.18,4.5,1.16,6.06,1.2,6.06,1.16,5.18,9,6,4,3
1042,25,St. Petersburg,St. Petersburg Open,10/15/2020,ATP250,Indoor,Hard,2nd Round,3,Opelka R.,Medvedev D.,36.0,6.0,1312.0,5890.0,2.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,4.33,1.2,5.71,1.18,5.71,1.24,4.78,1.19,7,6,2,2
1043,25,St. Petersburg,St. Petersburg Open,10/15/2020,ATP250,Indoor,Hard,2nd Round,3,Khachanov K.,Karatsev A.,17.0,117.0,2200.0,534.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,3.75,1.23,4.73,1.28,4.73,1.23,4.09,6,1,4,1
1044,25,St. Petersburg,St. Petersburg Open,10/15/2020,ATP250,Indoor,Hard,2nd Round,3,Raonic M.,Bublik A.,21.0,52.0,2040.0,1045.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.43,3.06,1.45,3.25,1.39,2.98,7,4,3,3
1045,25,St. Petersburg,St. Petersburg Open,10/16/2020,ATP250,Indoor,Hard,Quarterfinals,3,Rublev A.,Norrie C.,10.0,75.0,2974.0,807.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.13,7.13,1.14,11.0,1.11,6.61,9,5,4,3
1046,25,St. Petersburg,St. Petersburg Open,10/16/2020,ATP250,Indoor,Hard,Quarterfinals,3,Shapovalov D.,Wawrinka S.,12.0,18.0,2695.0,2185.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.51,2.77,1.58,2.8,1.48,2.66,7,6,3,4
1047,25,St. Petersburg,St. Petersburg Open,10/16/2020,ATP250,Indoor,Hard,Quarterfinals,3,Coric B.,Opelka R.,27.0,36.0,1670.0,1312.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.95,1.8,1.91,2.0,1.95,2.05,1.88,1.93,7,7,3,2
1048,25,St. Petersburg,St. Petersburg Open,10/16/2020,ATP250,Indoor,Hard,Quarterfinals,3,Raonic M.,Khachanov K.,21.0,17.0,2040.0,2200.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.87,1.53,2.92,1.47,2.68,7,6,3,4
1049,25,St. Petersburg,St. Petersburg Open,10/17/2020,ATP250,Indoor,Hard,Semifinals,3,Rublev A.,Shapovalov D.,10.0,12.0,2974.0,2695.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.1,1.65,2.39,1.72,2.39,1.63,2.27,9,8,4,4
1050,25,St. Petersburg,St. Petersburg Open,10/17/2020,ATP250,Indoor,Hard,Semifinals,3,Coric B.,Raonic M.,27.0,21.0,1670.0,2040.0,1.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,3.24,1.4,3.82,1.4,3.23,1.35,7,7,3,4
1051,25,St. Petersburg,St. Petersburg Open,10/18/2020,ATP250,Indoor,Hard,The Final,3,Rublev A.,Coric B.,10.0,27.0,2974.0,1670.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.29,4.12,1.3,4.33,1.25,3.93,9,7,4,4
1052,26,Antwerp,European Open,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Lopez F.,Paul T.,62.0,59.0,953.0,1002.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.34,1.66,2.56,1.73,2.36,1.59,3,4,1,2
1053,26,Antwerp,European Open,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Tiafoe F.,Lajovic D.,63.0,25.0,950.0,1785.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.51,2.74,1.56,2.74,1.5,2.59,4,5,2,2
1054,26,Antwerp,European Open,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Humbert U.,Coppejans K.,38.0,172.0,1306.0,353.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.11,7.89,1.15,7.89,1.12,6.37,5,0,2,0
1055,26,Antwerp,European Open,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Evans D.,Caruso S.,35.0,79.0,1384.0,802.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.28,3.5,1.28,4.03,1.37,4.35,1.26,3.84,3,4,0,1
1056,26,Antwerp,European Open,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Norrie C.,Ruusuvuori E.,70.0,100.0,877.0,694.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.58,1.56,2.58,1.63,2.38,1.57,4,3,2,1
1057,26,Antwerp,European Open,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Giron M.,Nardi L.,94.0,917.0,721.0,13.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.12,6.0,1.09,8.64,1.12,8.64,1.1,7.1,4,0,2,0
1058,26,Antwerp,European Open,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Andujar P.,Coria F.,55.0,86.0,1024.0,757.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.4,3.15,1.44,3.5,1.39,3.0,3,4,1,2
1059,26,Antwerp,European Open,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Harris L.,Moutet C.,90.0,74.0,748.0,838.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.48,2.83,1.6,2.83,1.51,2.56,4,4,3,2
1060,26,Antwerp,European Open,10/20/2020,ATP250,Indoor,Hard,1st Round,3,De Minaur A.,Gasquet R.,29.0,54.0,1665.0,1030.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.4,1.3,3.82,1.33,3.95,1.29,3.6,4,4,2,1
1061,26,Antwerp,European Open,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Bergs Z.,Ramos-Vinolas A.,528.0,45.0,58.0,1165.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.35,1.37,3.65,1.4,3.21,1.35,0,3,0,2
1062,26,Antwerp,European Open,10/21/2020,ATP250,Indoor,Hard,1st Round,3,Raonic M.,Bedene A.,19.0,52.0,2220.0,1045.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.06,1.19,6.4,1.14,5.65,6,5,3,2
1063,26,Antwerp,European Open,10/21/2020,ATP250,Indoor,Hard,1st Round,3,Fritz T.,Opelka R.,28.0,33.0,1670.0,1402.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.75,2.0,1.8,2.11,1.83,2.16,1.76,2.05,4,6,2,2
1064,26,Antwerp,European Open,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,Humbert U.,Carreno Busta P.,38.0,15.0,1306.0,2400.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.95,1.8,1.93,1.97,2.15,1.98,1.97,1.83,6,7,2,4
1065,26,Antwerp,European Open,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,Evans D.,Tiafoe F.,35.0,63.0,1384.0,950.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,1.95,1.78,2.16,2.05,2.16,1.84,1.97,3,4,1,2
1066,26,Antwerp,European Open,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,Dimitrov G.,Andujar P.,20.0,55.0,2145.0,1024.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.11,6.5,1.15,6.37,1.19,6.5,1.15,5.36,7,3,3,2
1067,26,Antwerp,European Open,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,De Minaur A.,Lopez F.,29.0,62.0,1665.0,953.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.25,4.51,1.31,4.51,1.25,3.98,5,4,2,1
1068,26,Antwerp,European Open,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Raonic M.,Norrie C.,19.0,70.0,2220.0,877.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.12,1.19,6.2,1.14,5.56,6,5,4,3
1069,26,Antwerp,European Open,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Harris L.,Fritz T.,90.0,28.0,748.0,1670.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.77,1.51,2.77,1.54,2.63,1.49,5,5,3,3
1070,26,Antwerp,European Open,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Khachanov K.,Bergs Z.,17.0,528.0,2245.0,58.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.1,7.0,1.11,8.0,1.13,9.0,1.09,7.16,6,1,3,1
1071,26,Antwerp,European Open,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Giron M.,Goffin D.,94.0,14.0,721.0,2555.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.29,1.39,3.29,1.43,3.11,1.37,5,4,2,2
1072,26,Antwerp,European Open,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,Humbert U.,Harris L.,38.0,90.0,1306.0,748.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.56,2.59,1.58,2.71,1.52,2.52,6,6,3,4
1073,26,Antwerp,European Open,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,Evans D.,Khachanov K.,35.0,17.0,1384.0,2245.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.1,1.76,2.19,1.77,2.28,1.69,2.18,4,7,2,3
1074,26,Antwerp,European Open,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,De Minaur A.,Giron M.,29.0,94.0,1665.0,721.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.36,1.17,6.6,1.13,5.88,6,5,2,3
1075,26,Antwerp,European Open,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,Dimitrov G.,Raonic M.,20.0,19.0,2145.0,2220.0,,,,,,,,,,,,,Retired,2.75,1.44,2.73,1.51,2.81,1.49,2.71,1.43,7,7,4,4
1076,26,Antwerp,European Open,10/24/2020,ATP250,Indoor,Hard,Semifinals,3,Humbert U.,Evans D.,38.0,35.0,1306.0,1384.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.2,1.62,2.45,1.82,2.5,1.6,2.35,6,4,4,3
1077,26,Antwerp,European Open,10/24/2020,ATP250,Indoor,Hard,Semifinals,3,De Minaur A.,Dimitrov G.,29.0,20.0,1665.0,2145.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.62,1.65,2.4,1.65,2.63,1.56,2.44,7,8,3,4
1078,26,Antwerp,European Open,10/25/2020,ATP250,Indoor,Hard,The Final,3,Humbert U.,De Minaur A.,38.0,29.0,1306.0,1665.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.8,1.5,2.8,1.59,2.58,1.51,7,7,4,4
1079,27,Cologne,bett1HULKS Championship,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Simon G.,Thompson J.,58.0,60.0,1005.0,984.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.41,3.12,1.49,3.12,1.42,2.85,5,4,1,2
1080,27,Cologne,bett1HULKS Championship,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Nagal S.,39.0,130.0,1283.0,474.0,4.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.16,5.0,1.2,5.16,1.2,5.8,1.16,5.07,6,1,1,1
1081,27,Cologne,bett1HULKS Championship,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Nishioka Y.,Edmund K.,56.0,47.0,1017.0,1085.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.42,1.63,2.61,1.63,2.43,1.55,3,5,2,1
1082,27,Cologne,bett1HULKS Championship,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Gerasimov E.,Altmaier D.,87.0,124.0,755.0,501.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.75,2.0,1.85,2.05,1.9,2.1,1.78,2.02,5,3,1,3
1083,27,Cologne,bett1HULKS Championship,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Popyrin A.,41.0,109.0,1271.0,613.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.75,2.0,1.67,2.32,1.75,2.38,1.63,2.27,3,2,0,2
1084,27,Cologne,bett1HULKS Championship,10/19/2020,ATP250,Indoor,Hard,1st Round,3,Johnson S.,Cilic M.,71.0,40.0,870.0,1280.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.5,1.35,3.5,1.4,3.18,1.35,4,5,2,2
1085,27,Cologne,bett1HULKS Championship,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Davidovich Fokina A.,Dzumhur D.,64.0,114.0,928.0,562.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.58,2.53,1.63,2.71,1.55,2.45,6,0,3,0
1086,27,Cologne,bett1HULKS Championship,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Sandgren T.,82.0,48.0,775.0,1078.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.37,1.63,2.4,1.66,2.5,1.58,2.38,4,3,1,1
1087,27,Cologne,bett1HULKS Championship,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Sinner J.,Duckworth J.,46.0,97.0,1136.0,701.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.12,7.19,1.14,8.2,1.11,6.53,6,4,4,1
1088,27,Cologne,bett1HULKS Championship,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Otte O.,Novak D.,141.0,91.0,448.0,735.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.5,1.28,3.43,1.35,3.64,1.42,3.18,1.35,1,3,1,2
1089,27,Cologne,bett1HULKS Championship,10/20/2020,ATP250,Indoor,Hard,1st Round,3,Millman J.,Verdasco F.,44.0,61.0,1166.0,965.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.7,2.05,1.78,2.15,1.85,2.2,1.74,2.08,3,5,1,1
1090,27,Cologne,bett1HULKS Championship,10/21/2020,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,Cecchinato M.,32.0,77.0,1450.0,811.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.18,5.42,1.22,7.5,1.16,5.26,4,7,1,4
1091,27,Cologne,bett1HULKS Championship,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Kecmanovic M.,41.0,39.0,1271.0,1283.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,1.95,2.02,1.88,2.02,2.02,1.89,1.9,3,6,1,2
1092,27,Cologne,bett1HULKS Championship,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,Davidovich Fokina A.,Johnson S.,64.0,71.0,928.0,870.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.56,2.6,1.58,2.6,1.54,2.46,6,4,4,2
1093,27,Cologne,bett1HULKS Championship,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,Zverev A.,Millman J.,7.0,44.0,4855.0,1166.0,6.0,0.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.12,6.0,1.13,7.33,1.14,7.5,1.11,6.42,8,4,4,2
1094,27,Cologne,bett1HULKS Championship,10/21/2020,ATP250,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Gerasimov E.,22.0,87.0,2126.0,755.0,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.28,3.5,1.25,4.47,1.31,4.47,1.27,3.68,5,5,3,2
1095,27,Cologne,bett1HULKS Championship,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Sinner J.,Herbert P.H.,46.0,82.0,1136.0,775.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.22,4.93,1.25,5.0,1.2,4.52,7,4,4,2
1096,27,Cologne,bett1HULKS Championship,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Shapovalov D.,58.0,12.0,1005.0,2830.0,6.0,1.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.75,1.25,4.3,1.26,4.3,1.29,3.91,1.25,5,7,2,3
1097,27,Cologne,bett1HULKS Championship,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Schwartzman D.,Otte O.,9.0,141.0,3180.0,448.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.26,4.38,1.31,4.6,1.24,4.0,8,2,4,2
1098,27,Cologne,bett1HULKS Championship,10/22/2020,ATP250,Indoor,Hard,2nd Round,3,Nishioka Y.,Struff J.L.,56.0,32.0,1017.0,1450.0,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.61,2.44,1.63,2.44,1.71,2.25,1.63,3,4,2,2
1099,27,Cologne,bett1HULKS Championship,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,Sinner J.,Simon G.,46.0,58.0,1136.0,1005.0,6.0,3.0,0.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.2,4.33,1.28,4.14,1.28,4.5,1.23,4.07,8,5,4,3
1100,27,Cologne,bett1HULKS Championship,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,Schwartzman D.,Davidovich Fokina A.,9.0,64.0,3180.0,928.0,2.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.3,3.4,1.34,3.56,1.36,3.63,1.31,3.4,8,6,4,4
1101,27,Cologne,bett1HULKS Championship,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,Zverev A.,Mannarino A.,7.0,41.0,4855.0,1271.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.12,6.0,1.14,6.88,1.19,7.0,1.14,5.74,8,4,5,2
1102,27,Cologne,bett1HULKS Championship,10/23/2020,ATP250,Indoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Nishioka Y.,22.0,56.0,2126.0,1017.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.46,2.93,1.53,2.93,1.46,2.69,5,4,4,3
1103,27,Cologne,bett1HULKS Championship,10/24/2020,ATP250,Indoor,Hard,Semifinals,3,Zverev A.,Sinner J.,7.0,46.0,4855.0,1136.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,1.95,1.88,2.04,1.95,2.05,1.84,1.95,9,8,5,4
1104,27,Cologne,bett1HULKS Championship,10/24/2020,ATP250,Indoor,Hard,Semifinals,3,Schwartzman D.,Auger-Aliassime F.,9.0,22.0,3180.0,2126.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.75,2.0,1.77,2.18,1.91,2.18,1.79,2.03,8,6,4,4
1105,27,Cologne,bett1HULKS Championship,10/25/2020,ATP250,Indoor,Hard,The Final,3,Zverev A.,Schwartzman D.,7.0,9.0,4855.0,3180.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.56,2.61,1.57,2.75,1.51,2.56,9,8,5,4
1106,28,Nur-Sultan,Astana Open,10/26/2020,ATP250,Indoor,Hard,1st Round,3,Albot R.,Popko D.,85.0,172.0,772.0,361.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.1,1.68,2.3,1.8,2.34,1.69,2.14,3,0,3,0
1107,28,Nur-Sultan,Astana Open,10/26/2020,ATP250,Indoor,Hard,1st Round,3,Verdasco F.,Duckworth J.,61.0,97.0,965.0,701.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.53,2.66,1.54,2.86,1.48,2.62,4,3,1,0
1108,28,Nur-Sultan,Astana Open,10/26/2020,ATP250,Indoor,Hard,1st Round,3,Paul T.,Travaglia S.,59.0,73.0,1002.0,849.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.66,2.35,1.7,2.37,1.63,2.25,3,4,2,2
1109,28,Nur-Sultan,Astana Open,10/26/2020,ATP250,Indoor,Hard,1st Round,3,Tiafoe F.,Moutet C.,64.0,74.0,950.0,838.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.54,2.62,1.54,2.8,1.46,2.68,4,3,1,1
1110,28,Nur-Sultan,Astana Open,10/26/2020,ATP250,Indoor,Hard,1st Round,3,Thompson J.,Norrie C.,60.0,70.0,984.0,877.0,5.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.53,2.47,1.6,2.6,1.64,2.36,1.58,4,5,1,3
1111,28,Nur-Sultan,Astana Open,10/27/2020,ATP250,Indoor,Hard,1st Round,3,Vesely J.,Sandgren T.,66.0,48.0,908.0,1078.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.44,1.62,2.61,1.66,2.34,1.59,5,3,3,1
1112,28,Nur-Sultan,Astana Open,10/27/2020,ATP250,Indoor,Hard,1st Round,3,Sugita Y.,Dzumhur D.,101.0,115.0,689.0,562.0,6.0,1.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,3.55,1.34,3.55,1.4,3.23,1.34,3,0,2,0
1113,28,Nur-Sultan,Astana Open,10/27/2020,ATP250,Indoor,Hard,1st Round,3,Gerasimov E.,Harris L.,83.0,80.0,781.0,793.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.7,2.05,1.82,2.08,1.83,2.15,1.76,2.04,4,6,1,3
1114,28,Nur-Sultan,Astana Open,10/27/2020,ATP250,Indoor,Hard,1st Round,3,Ruusuvuori E.,Skatov T.,98.0,438.0,698.0,82.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.1,8.44,1.1,9.0,1.08,7.69,2,0,1,0
1115,28,Nur-Sultan,Astana Open,10/27/2020,ATP250,Indoor,Hard,1st Round,3,Seppi A.,Karatsev A.,103.0,113.0,679.0,577.0,6.0,3.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.28,3.07,1.42,4.0,1.42,3.32,1.32,5,1,1,1
1116,28,Nur-Sultan,Astana Open,10/28/2020,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Delbonis F.,91.0,76.0,751.0,816.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.33,3.25,1.44,2.99,1.44,3.3,1.36,3.1,3,5,2,2
1117,28,Nur-Sultan,Astana Open,10/28/2020,ATP250,Indoor,Hard,1st Round,3,Mcdonald M.,Bublik A.,209.0,49.0,275.0,1070.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.83,1.48,2.83,1.54,2.6,1.48,2,4,1,2
1118,28,Nur-Sultan,Astana Open,10/28/2020,ATP250,Indoor,Hard,2nd Round,3,Paul T.,Albot R.,59.0,85.0,1002.0,772.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.41,3.16,1.54,3.16,1.4,2.91,4,4,2,3
1119,28,Nur-Sultan,Astana Open,10/28/2020,ATP250,Indoor,Hard,2nd Round,3,Tiafoe F.,Kecmanovic M.,64.0,40.0,950.0,1283.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.68,2.32,1.69,2.51,1.6,2.3,5,5,2,2
1120,28,Nur-Sultan,Astana Open,10/28/2020,ATP250,Indoor,Hard,2nd Round,3,Gerasimov E.,Vesely J.,83.0,66.0,781.0,908.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.2,1.68,2.32,1.68,2.5,1.61,2.3,5,5,2,3
1121,28,Nur-Sultan,Astana Open,10/28/2020,ATP250,Indoor,Hard,2nd Round,3,Millman J.,Verdasco F.,45.0,61.0,1166.0,965.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.52,2.72,1.53,2.75,1.48,2.62,3,4,1,2
1122,28,Nur-Sultan,Astana Open,10/29/2020,ATP250,Indoor,Hard,2nd Round,3,Ruusuvuori E.,Thompson J.,98.0,60.0,698.0,984.0,6.0,2.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.0,1.45,2.97,1.5,3.0,1.43,2.82,3,5,1,1
1123,28,Nur-Sultan,Astana Open,10/29/2020,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Sugita Y.,39.0,101.0,1296.0,689.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.36,3.44,1.43,3.45,1.35,3.18,4,4,2,2
1124,28,Nur-Sultan,Astana Open,10/29/2020,ATP250,Indoor,Hard,2nd Round,3,Mcdonald M.,Seppi A.,209.0,103.0,275.0,679.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.62,1.55,2.65,1.56,2.9,1.45,2.73,3,5,2,1
1125,28,Nur-Sultan,Astana Open,10/29/2020,ATP250,Indoor,Hard,2nd Round,3,Kukushkin M.,Paire B.,91.0,28.0,751.0,1738.0,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.36,3.0,1.43,3.06,1.45,3.2,1.39,2.96,4,3,2,1
1126,28,Nur-Sultan,Astana Open,10/30/2020,ATP250,Indoor,Hard,Quarterfinals,3,Tiafoe F.,Gerasimov E.,64.0,83.0,950.0,781.0,7.0,6.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.61,2.2,1.71,2.28,1.71,2.33,1.65,2.23,6,5,3,3
